idrss_entries,title,public_date,category,provider,number_of_articles
"44929","Kim vs. Kate: Maternity fashion wars (photos)","Fri Mar 29 03:59:35 EDT 2013","Entertainment","MassLive.com","68"
"44930","Rhythm & Hues sold to Indian buyer","Fri Mar 29 01:51:26 EDT 2013","Entertainment","Los Angeles Times","12"
"44939","Reports: Barbara Walters set to retire","Fri Mar 29 04:08:42 EDT 2013","Entertainment","CNN International","115"
"44940","Winner Emerges in Rhythm & Hues Bankruptcy Auction","Fri Mar 29 04:03:27 EDT 2013","Entertainment","Wall Street Journal","12"
"44954","Kim Kardashian Gives in to First Pregnancy Craving of In-N-Out Burger and Fries!","Fri Mar 29 03:07:53 EDT 2013","Entertainment","E! Online","82"
"44967","Dax Shepard, Kristen Bell welcome baby","Fri Mar 29 04:25:51 EDT 2013","Entertainment","CNN","74"
"45010","'American Idol' Results: Three Weeks, Three Men Down","Thu Mar 28 21:28:13 EDT 2013","Entertainment","MTV.com","149"
"45022","Kirsten Dunst on Kissing Scene With Brad Pitt: 'It Was Disgusting'","Fri Mar 29 05:30:36 EDT 2013","Entertainment","AceShowbiz","77"
"45037","Local Anchorman Mark Zinni Makes National News Over Matt Lauer Tweet","Fri Mar 29 05:52:17 EDT 2013","Entertainment","Cleveland Leader","148"
"45038","Justin Bieber's Rowdy Friends Throw Weed Party In Singer's Mansion","Fri Mar 29 04:12:27 EDT 2013","Entertainment","TMZ.com","26"
"45047","Dax Shepard, Kristen Bell welcome baby girl; 'Justified' renewed for fifth season ...","Fri Mar 29 06:03:42 EDT 2013","Entertainment","Plain Dealer (blog)","83"
"45060","Martin Scorsese working on Gangs of New York TV series","Fri Mar 29 06:19:01 EDT 2013","Entertainment","Telegraph.co.uk","28"
"45071","Family Weekend: Film Review","Thu Mar 28 13:39:15 EDT 2013","Entertainment","Hollywood Reporter","7"
"45084","Taylor Swift New Girl","Fri Mar 29 06:44:26 EDT 2013","Entertainment","Contactmusic.com","81"
"45085","Harry Potter actor Richard Griffiths dies","Fri Mar 29 06:17:48 EDT 2013","Entertainment","BBC News","20"
"45128","Daniel Radcliffe leads tributes to one of Britain's most celebrated character ...","Fri Mar 29 06:57:02 EDT 2013","Entertainment","The Guardian","31"
"45136","2013 is already shaping up to be that fateful transition time in Bieber's career","Fri Mar 29 07:22:28 EDT 2013","Entertainment","CNN International","35"
"45150","'American Idol' Recap: Another Guy Sent Home + Power Rankings","Fri Mar 29 07:23:22 EDT 2013","Entertainment","Starpulse.com (blog)","153"
"45157","Actor Richard Griffiths on playing Monty in Withnail and I","Fri Mar 29 07:33:14 EDT 2013","Entertainment","BBC News","42"
"45158","Michelle Shocked likely crashing Santa Cruz gay rights concert","Thu Mar 28 22:24:34 EDT 2013","Entertainment","KSBW The Central Coast","14"
"45159","Bankrupt VFX Studio Rhythm & Hues Finds Buyer","Fri Mar 29 07:32:24 EDT 2013","Entertainment","Cinema Blend","14"
"45190","'Harry Potter' actor Richard Griffiths dead at 65","Fri Mar 29 07:59:08 EDT 2013","Entertainment","Fox News","49"
"45191","Lil Wayne Reveals: 'I'm An Epileptic'","Fri Mar 29 07:54:06 EDT 2013","Entertainment","MTV.com","16"
"45213","Taylor Swift Had Red Tour Sobbing, Squealing, Soaring In Jersey","Fri Mar 29 07:59:14 EDT 2013","Entertainment","MTV.com","42"
"45221","'American Idol' recap: Devin Velez heads home","Fri Mar 29 08:03:25 EDT 2013","Entertainment","Los Angeles Times","156"
"45271","ShowBiz: Bell, Depp, Swift","Fri Mar 29 08:33:47 EDT 2013","Entertainment","USA TODAY","84"
"45276","Owner of historic Philadelphia cheesesteak shop says he's changing store's ...","Fri Mar 29 08:45:11 EDT 2013","Entertainment","Fox News","6"
"45281","Kristen Bell, Dax Shepard welcome baby girl","Fri Mar 29 08:44:42 EDT 2013","Entertainment","Times of India","93"
"45294","Richard Griffiths, Harry Potter Actor, Dies at 65","Fri Mar 29 08:19:56 EDT 2013","Entertainment","People Magazine","78"
"45311","Richard Griffiths Dead -- 'Harry Potter' Star Dies at 65","Fri Mar 29 09:03:58 EDT 2013","Entertainment","TMZ.com","81"
"45317","Post head-injury, Kristin Chenoweth goes on a 'Family Weekend'","Fri Mar 29 09:10:45 EDT 2013","Entertainment","Reuters","23"
"45318","Demi Lovato 'So Excited' To Return To 'X Factor' For A Second Season","Fri Mar 29 09:09:42 EDT 2013","Entertainment","Starpulse.com (blog)","106"
"45319","Harry Potter actor Richard Griffiths dies after surgery","Fri Mar 29 09:20:51 EDT 2013","Entertainment","Reuters","87"
"45328","Kirsten Dunst gets candid about what it was to kiss Brad Pitt striking a pose for ...","Fri Mar 29 08:28:59 EDT 2013","Entertainment","Celefeeds","81"
"45330","'American Idol' Recap: Keith Urban Performs, Devin Velez Goes Home","Fri Mar 29 09:22:43 EDT 2013","Entertainment","RollingStone.com","242"
"45350","ScHoolboy Q Says He Should Have Been On XXL's Freshman Cover Last Year","Thu Mar 28 14:52:56 EDT 2013","Entertainment","HipHopDX","-1"
"45353","Lil Wayne -- 'I Could've Died' in ICU","Fri Mar 29 09:36:23 EDT 2013","Entertainment","TMZ.com","27"
"45367","Matt Lauer issues Twitter apology to Fox 8's Mark Zinni: What's trending online","Fri Mar 29 09:39:43 EDT 2013","Entertainment","Plain Dealer","155"
"45377","Taylor Swift on 'New Girl': The singer will guest star on the sitcom's season finale","Fri Mar 29 09:44:13 EDT 2013","Entertainment","Christian Science Monitor","86"
"45383","Michelle Shocked likely crashing Santa Cruz gay rights concert tonight","Thu Mar 28 21:42:12 EDT 2013","Entertainment","KSBW The Central Coast","18"
"45384","Justin Bieber's Party House: Lil Twist Throws Bash At Singer's Mansion (PHOTO)","Fri Mar 29 09:57:59 EDT 2013","Entertainment","Huffington Post","52"
"45385","Video: Kristin Chenoweth chats on “The Tonight Show with Jay Leno,” appearing ...","Fri Mar 29 00:53:26 EDT 2013","Entertainment","NewsOK.com (blog)","-1"
"45407","Richard Griffiths, Harry Potter's Grumpy Uncle Vernon, Dies at 65","Fri Mar 29 09:48:06 EDT 2013","Entertainment","E! Online","126"
"45409","'Harry Potter' actor Richard Griffiths dies at 65","Fri Mar 29 10:12:00 EDT 2013","Entertainment","The Associated Press","128"
"45410","'GI Joe' will command box office. Barbara Walters readies exit.","Fri Mar 29 10:06:42 EDT 2013","Entertainment","Los Angeles Times","129"
"45411","'American Idol' eliminates Devin Velez and determines season's Top 7 finalists","Fri Mar 29 10:06:53 EDT 2013","Entertainment","Reality TV World","247"
"45421","Michelle Shocked Stages Sit-In Protest Following Anti-Gay Rant Controversy ...","Fri Mar 29 09:43:40 EDT 2013","Entertainment","E! Online","20"
"45422","Devin Velez Knew 'American Idol' Time Was Up","Fri Mar 29 10:10:17 EDT 2013","Entertainment","MTV.com","247"
"45426","Kristen Bell And Dax Shepard Welcome Baby Girl!","Fri Mar 29 10:13:53 EDT 2013","Entertainment","Socialite Life","99"
"45427","Another LA Post Production Company, Rhythm and Hues, Has Been Purchased ...","Fri Mar 29 09:01:11 EDT 2013","Entertainment","Contactmusic.com","-1"
"45428","Weiner on 'Mad Men': 'The end is coming'","Fri Mar 29 09:42:38 EDT 2013","Entertainment","USA TODAY","15"
"45433","Michelle Shocked Tapes Her Mouth Shut To Make A Statement","Fri Mar 29 10:16:12 EDT 2013","Entertainment","Village Voice (blog)","22"
"45438","Michelle Shocked Stages Eccentric Protest Outside Venue That Dumped Her","Fri Mar 29 10:23:27 EDT 2013","Entertainment","SPIN","23"
"45439","Buzz Bites (3\29\13): Demi Lovato Confirmed To Return As 'The X Factor' Judge","Fri Mar 29 09:57:05 EDT 2013","Entertainment","Buzzworthy","109"
"45446","Richard Griffiths dies; actor in Harry Potter movies, cult classic 'Withnail and I'","Fri Mar 29 10:12:50 EDT 2013","Entertainment","San Jose Mercury News","141"
"45447","'Here & Now' Teams Up With NPR, Will Expand To 2 Hours","Fri Mar 29 10:32:41 EDT 2013","Entertainment","WBUR","7"
"45448","Rhythm & Hues buyer tied to Prana Studios","Fri Mar 29 09:37:46 EDT 2013","Entertainment","Los Angeles Times","17"
"45452","NPR to End 'Talk of the Nation'","Fri Mar 29 09:32:38 EDT 2013","Entertainment","New York Times","7"
"45463","Harry Potter Actor Richard Griffiths Dies at 65","Fri Mar 29 10:42:44 EDT 2013","Entertainment","Seattle Post Intelligencer","148"
"45464","Lindsay Lohan's Bracelets Were Hers To Keep, Or Did She 'Forget' To Return ...","Fri Mar 29 10:27:30 EDT 2013","Entertainment","Huffington Post","97"
"45475","Lil Wayne opens up about health scare","Fri Mar 29 10:47:49 EDT 2013","Entertainment","USA TODAY","51"
"45476","Kristen Bell and Dax Shepard Have A Baby Girl!","Fri Mar 29 10:49:04 EDT 2013","Entertainment","Cambio","106"
"45487","Prana to Acquire Rhythm & Hues","Fri Mar 29 01:32:40 EDT 2013","Entertainment","Hollywood Reporter","17"
"45488","Justin Bieber's friends throw raucous party while singer is out of town - report","Fri Mar 29 10:08:55 EDT 2013","Entertainment","Zap2it.com (blog)","60"
"45497","Kimberly Caldwell's American Idol Blog: The Good, the Bad and the Ugly (Keep ...","Thu Mar 28 13:47:36 EDT 2013","Entertainment","E! Online","243"
"45520","WBUR's 'Here & Now' to expand","Fri Mar 29 11:16:05 EDT 2013","Entertainment","Boston Globe","10"
"45521","Demi Lovato Confirmed For 3rd Season Of The X Factor USA","Fri Mar 29 10:45:00 EDT 2013","Entertainment","earsucker","112"
"45532","Potter and Withnail actor Richard Griffiths dies","Fri Mar 29 10:57:26 EDT 2013","Entertainment","BBC News","154"
"45552","VIDEO: Sneak Peek - Kristin Chenoweth has 'Hair Raising' Moment on THE TALK","Fri Mar 29 09:04:26 EDT 2013","Entertainment","Broadway World","24"
"45561","Lindsay Lohan On-The-Floor WASTED In Brazil?! See Pic HERE!","Fri Mar 29 11:31:37 EDT 2013","Entertainment","PerezHilton.com","103"
"45562","Richard Griffiths, Harry Potter's Grumpy Uncle Vernon, Dead at 65","Fri Mar 29 11:28:26 EDT 2013","Entertainment","E! Online","140"
"45563","Demi Lovato Returning to 'X Factor'","Fri Mar 29 11:27:59 EDT 2013","Entertainment","ABC News (blog)","113"
"45578","Lindsay Lohan Allegedly Steals Clothes, Jewelry to Go Clubbing","Fri Mar 29 11:38:37 EDT 2013","Entertainment","TMZ.com","105"
"45579","'GI Joe: Retaliation': The Reviews Are In!","Fri Mar 29 11:50:31 EDT 2013","Entertainment","MTV.com","401"
"45591","Lil Wayne says he's epileptic","Fri Mar 29 11:50:35 EDT 2013","Entertainment","New York Daily News","70"
"45603","NPR to Drop 'Talk of the Nation'","Fri Mar 29 11:52:10 EDT 2013","Entertainment","Hollywood Reporter","15"
"45604","Rhythm & Hues Asks Court to Let Auction Continue","Thu Mar 28 18:31:17 EDT 2013","Entertainment","TheWrap","17"
"45617","Richard Griffiths, Uncle Vernon in 'Harry Potter' movies, has died","Fri Mar 29 12:01:34 EDT 2013","Entertainment","Los Angeles Times","178"
"45618","Future of Rhythm & Hues Still Undecided","Thu Mar 28 19:40:19 EDT 2013","Entertainment","Hollywood Reporter","17"
"45624","Demi Lovato formally announced as returning 'The X Factor' judge by Fox","Fri Mar 29 12:03:42 EDT 2013","Entertainment","Reality TV World","115"
"45628","Lil Twist Hosted RAGER at Justin Bieber's Mansion in Singer's Absence: Report","Fri Mar 29 12:07:53 EDT 2013","Entertainment","The Hollywood Gossip","69"
"45634","Justin Bieber Had Another Bad Week (Sigh)","Fri Mar 29 12:13:57 EDT 2013","Entertainment","The Daily Blabber from iVillage","69"
"45637","Kim Kardashian on 'The Tonight Show': I 'like' the name Easton West for my baby ...","Fri Mar 29 12:23:29 EDT 2013","Entertainment","New York Daily News","630"
"45638","Taylor Swift In 'New Girl' Finale -- Playing Scorned Ex-Girlfriend","Thu Mar 28 15:28:44 EDT 2013","Entertainment","Hollywood Life","92"
"45639","'American Idol' Season 12, Episode 22 Recap: Devin Velez heads home as ...","Fri Mar 29 12:16:23 EDT 2013","Entertainment","New York Daily News (blog)","228"
"45651","Barbara Walters to Retire in 2014","Fri Mar 29 12:22:53 EDT 2013","Entertainment","Parade Magazine","142"
"45652","OMG! It's Justin Timberlake! Behinds the scenes of Target commercial","Fri Mar 29 12:10:35 EDT 2013","Entertainment","Los Angeles Times","183"
"45674","Marilyn Monroe: Letters containing actress' suicidal thoughts go up for auction","Fri Mar 29 11:12:02 EDT 2013","Entertainment","Daily Mail","5"
"45682","Barbara Walters to retire in 2014","Fri Mar 29 12:39:04 EDT 2013","Entertainment","Entertainment Weekly","144"
"45688","OMG! It's Justin Timberlake! Behind the scenes of Target commercial","Fri Mar 29 12:10:35 EDT 2013","Entertainment","Los Angeles Times","183"
"45696","What's Really Bugging Bieber?","Fri Mar 29 12:42:07 EDT 2013","Entertainment","Celebuzz","72"
"45697","The Tomorrow Show","Fri Mar 29 12:14:51 EDT 2013","Entertainment","Grantland","81"
"45698","Report: Lindsay Lohan took jewelry, clothes from Charlie Sheen's set","Fri Mar 29 12:41:21 EDT 2013","Entertainment","Fox News","124"
"45709","'Grey's' Beats 'Idol' as Thursday's #1 TV Show for the 2nd Week in a Row in ...","Fri Mar 29 12:13:04 EDT 2013","Entertainment","TVbytheNumbers","32"
"45710","So, this is Kristin Chenoweth's follow-up to 'GCB?'","Thu Mar 28 13:33:49 EDT 2013","Entertainment","Dallas Morning News (blog)","33"
"45719","Richard Griffiths, dead at 65, leaves theatrical legacy","Fri Mar 29 12:51:34 EDT 2013","Entertainment","Los Angeles Times","192"
"45720","Martin Scorsese plans 'Gangs of New York' TV show","Fri Mar 29 12:51:24 EDT 2013","Entertainment","CNN (blog)","45"
"45727","Scorsese plans 'Gangs of New York' TV show","Fri Mar 29 12:51:24 EDT 2013","Entertainment","CNN (blog)","45"
"45728","Lindsay Lohan: I Didn't Steal ANYTHING ... I BOUGHT It","Fri Mar 29 12:56:04 EDT 2013","Entertainment","TMZ.com","129"
"45730","Michigan-shot 'Family Weekend' to screen this weekend at theater in Birmingham","Thu Mar 28 04:04:31 EDT 2013","Entertainment","The Republic","33"
"45744","Ratings: 'American Idol' Hits Series Low; CBS and ABC Tie for First","Fri Mar 29 12:15:42 EDT 2013","Entertainment","TheWrap","34"
"45757","'Grey's Anatomy' tops Thursday ratings","Fri Mar 29 12:53:06 EDT 2013","Entertainment","Entertainment Weekly","36"
"45783","Jimmy Fallon, Blake Shelton Chicken Out on the Lumineers' 'Ho Hey'","Fri Mar 29 13:25:48 EDT 2013","Entertainment","RollingStone.com","19"
"45784","In Ratings Race, 'The Voice' Gains on 'Idol'","Fri Mar 29 13:06:44 EDT 2013","Entertainment","New York Times (blog)","37"
"45785","Lindsay Lohan Ducks Under a Table in Brazil Post-Braceletgate, Gets Dissed in ...","Fri Mar 29 13:11:01 EDT 2013","Entertainment","E! Online","142"
"45800","Monroe, Eisenhower letters to be auctioned","Fri Mar 29 02:44:00 EDT 2013","Entertainment","The Associated Press","7"
"45818","Jimmy Fallon, Blake Shelton and Nick Offerman are The Chickeneers on 'Late ...","Fri Mar 29 13:35:06 EDT 2013","Entertainment","Zap2it.com (blog)","22"
"45819","Marilyn Monroe - Historical Letters By Marilyn Monroe, John Lennon and ...","Fri Mar 29 13:53:28 EDT 2013","Entertainment","Contactmusic.com","8"
"45820","The X Factor welcoming back Demi Lovato","Fri Mar 29 13:55:13 EDT 2013","Entertainment","Guardian Express","117"
"45839","Lil Twist threw raucous 'pot party' at Bieber's mansion while singer was away in ...","Fri Mar 29 13:30:25 EDT 2013","Entertainment","Daily Mail","85"
"45840","TV Review: 'Mad Men'","Fri Mar 29 10:15:53 EDT 2013","Entertainment","Variety","15"
"45850","'Mad Men' Season 6 Spoilers: What's in Store for Peggy, Betty, Megan & Joan?","Thu Mar 28 12:38:52 EDT 2013","Entertainment","The Stir (blog)","-1"
"45851","Report: Pitbull gets big gig because Jennifer Lopez is too big a diva","Fri Mar 29 13:41:14 EDT 2013","Entertainment","MiamiHerald.com","10"
"45860","Michelle Shocked turns up at canceled show, after 'God hates f****ts' rant, with ...","Fri Mar 29 13:10:41 EDT 2013","Entertainment","Daily Mail","39"
"45861","Demi Lovato excited to be back on 'X Factor'","Fri Mar 29 14:11:49 EDT 2013","Entertainment","Los Angeles Times","117"
"45868","William Shatner Faces Off Against The Gorn In This Hilarious 'Star Trek: The ...","Fri Mar 29 13:55:16 EDT 2013","Entertainment","Forbes","70"
"45869","Longtime newsman Bob Teague dies at 84; one of New York City's first black TV ...","Fri Mar 29 14:01:15 EDT 2013","Entertainment","Fox News","-1"
"45877","Michelle Shocked Sits-In After Her Anti-Gay Slur","Fri Mar 29 14:15:24 EDT 2013","Entertainment","Huffington Post","41"
"45878","NPR, WBUR partnering to expand 'Here & Now'","Fri Mar 29 14:20:22 EDT 2013","Entertainment","Boston Herald","24"
"45879","Barbara Walters Retirement from ABC is Confirmed","Fri Mar 29 13:36:53 EDT 2013","Entertainment","Broadway World","148"
"45888","Lifetime cancels 'America's Most Wanted'","Fri Mar 29 13:20:37 EDT 2013","Entertainment","Entertainment Weekly","20"
"45898","Watch: Jimmy Fallon, Blake Shelton do 'chicken' version of The Lumineers' 'Ho ...","Fri Mar 29 14:32:19 EDT 2013","Entertainment","CBS News","23"
"45906","'The Voice' Towers Over 'Idol' in its First Week Back On Air","Fri Mar 29 14:36:38 EDT 2013","Entertainment","Billboard","39"
"45924","Lifetime cancels 'America's Most Wanted'","Fri Mar 29 13:23:32 EDT 2013","Entertainment","CBS News","21"
"45933","'Talk of the Nation' cancelled","Fri Mar 29 14:50:10 EDT 2013","Entertainment","Minneapolis Star Tribune (blog)","26"
"45940","Can Kristin Go Dark?","Wed Mar 27 04:48:59 EDT 2013","Entertainment","Daily Beast","-1"
"45945","Richard Griffiths death will 'devastate army of friends'","Fri Mar 29 14:39:50 EDT 2013","Entertainment","BBC News","218"
"45954","Hollywood-Memorabilia Marketplace: Marilyn Monroe “Letter of Despair” Less ...","Fri Mar 29 12:22:31 EDT 2013","Entertainment","Vanity Fair (blog)","-1"
"45955","Devin Velez: 'We all know Nicki wants a girl to win'","Fri Mar 29 13:49:46 EDT 2013","Entertainment","USA TODAY","237"
"45956","China will get its own 'Iron Man 3'","Fri Mar 29 14:49:44 EDT 2013","Entertainment","Los Angeles Times","27"
"45959","Lindsay Lohan's Cigarette Butt: Fan At LAX Buys It For $5, Does Something ...","Fri Mar 29 13:57:18 EDT 2013","Entertainment","Huffington Post","172"
